15,8956,ns3::TcpNewReno,0.1,10,26752,131288,3517473
15,8956,ns3::TcpNewReno,0.1,10,26752,131331,3517516
4,2844,ns3::TcpNewReno,0.1,10,34403,137624,4200599
4,2844,ns3::TcpNewReno,0.1,10,34403,137667,4200642
17,9272,ns3::TcpNewReno,0.1,10,3225430,2834793,4879058
17,9272,ns3::TcpNewReno,0.1,10,3225430,2834836,4879101
23,4457,ns3::TcpNewReno,0.1,10,69020,427064,4903992
23,4457,ns3::TcpNewReno,0.1,10,69020,427107,4904035
12,671,ns3::TcpNewReno,0.1,10,139115,281269,5284273
12,671,ns3::TcpNewReno,0.1,10,139115,281312,5284316
22,7975,ns3::TcpNewReno,0.1,10,2939,89790,5293999
22,7975,ns3::TcpNewReno,0.1,10,2939,89833,5294042
5,978,ns3::TcpNewReno,0.1,10,1446783,1680000,6387988
5,978,ns3::TcpNewReno,0.1,10,1446783,1680043,6388031
12,1873,ns3::TcpNewReno,0.1,10,154016,551852,6801780
12,1873,ns3::TcpNewReno,0.1,10,154016,551895,6801823
8,7976,ns3::TcpNewReno,0.1,10,69315,214440,7108995
8,7976,ns3::TcpNewReno,0.1,10,69315,214483,7109038
2,672,ns3::TcpNewReno,0.1,10,786154,819715,8863869
2,672,ns3::TcpNewReno,0.1,10,786154,819758,8863912
16,3547,ns3::TcpNewReno,0.1,10,10161963,8430669,10351803
16,3547,ns3::TcpNewReno,0.1,10,10161963,8430712,10351846
14,9577,ns3::TcpNewReno,0.1,10,20132,97800,10859382
14,9577,ns3::TcpNewReno,0.1,10,20132,97843,10859425
16,6421,ns3::TcpNewReno,0.1,10,3944,110928,10981373
16,6421,ns3::TcpNewReno,0.1,10,3944,110971,10981416
20,5783,ns3::TcpNewReno,0.1,10,28980,269221,11468592
20,5783,ns3::TcpNewReno,0.1,10,28980,269264,11468635
18,8957,ns3::TcpNewReno,0.1,10,25003,284598,12226046
18,8957,ns3::TcpNewReno,0.1,10,25003,284641,12226089
16,7687,ns3::TcpNewReno,0.1,10,467289,1610998,13108615
16,7687,ns3::TcpNewReno,0.1,10,467289,1611041,13108658
12,9273,ns3::TcpNewReno,0.1,10,1572,97176,13870088
12,9273,ns3::TcpNewReno,0.1,10,1572,97219,13870131
20,3548,ns3::TcpNewReno,0.1,10,4406112,4530772,15744709
20,3548,ns3::TcpNewReno,0.1,10,4406112,4530815,15744752
14,3549,ns3::TcpNewReno,0.1,10,38177,169635,15991836
14,3549,ns3::TcpNewReno,0.1,10,38177,169678,15991879
0,7688,ns3::TcpNewReno,0.1,10,756151,821227,16039230
0,7688,ns3::TcpNewReno,0.1,10,756151,821270,16039273
18,4782,ns3::TcpNewReno,0.1,10,1310638,1246784,17088269
18,4782,ns3::TcpNewReno,0.1,10,1310638,1246827,17088312
1,6422,ns3::TcpNewReno,0.1,10,1904230,1730172,18637357
1,6422,ns3::TcpNewReno,0.1,10,1904230,1730215,18637400
17,6102,ns3::TcpNewReno,0.1,10,1748269,1603167,19154452
17,6102,ns3::TcpNewReno,0.1,10,1748269,1603210,19154495
21,674,ns3::TcpNewReno,0.1,10,6271,54135,20147320
21,674,ns3::TcpNewReno,0.1,10,6271,54178,20147363
