1210585,4081120,636763
1210585,4081120,899070
1210585,4081120,901869
1210585,4081120,904668
790108,1744,25346
790108,1744,26413
790108,1744,27480
790108,1744,28547
1631323,1684809,311386
1631323,1684809,412095
1631323,1684809,414894
1631323,1684809,417737
1631339,4569583,702193
1631339,4569583,999389
1631339,4569583,1002188
1631339,4569583,1004987
790141,14147844,1995636
790141,14147844,1995636
790141,14147844,2938148
790141,14147844,2938166
790141,14147844,2940947
790141,14147844,2940965
790141,14147844,2943746
790141,14147844,2943764
1631346,1943,25346
1631346,1943,26453
1631346,1943,27560
1631346,1943,28667
1631386,2775966,459434
1631386,2775966,633025
1631386,2775966,635824
1631386,2775966,638623
1631402,4008100,627515
1631402,4008100,881802
1631402,4008100,884601
1631402,4008100,887411
1631407,5653614,1111140
1631407,5653614,1215480
1210682,2220490,1091019
1631407,5653614,1218279
1210682,2220490,1095309
1210682,2220490,1098108
1631407,5653614,1662207
1210682,2220490,1540327
368955,1179185,242840
368955,1179185,311314
368955,1179185,314124
368955,1179185,316923
1210702,1127348,235707
1210702,1127348,301060
1210702,1127348,303848
1210702,1127348,306647
368972,8093265,1180697
368972,8093265,1713326
368972,8093265,1716125
368972,8093265,1718924
1631451,2759992,456585
1631451,2759992,630235
1631451,2759992,633023
1631451,2759992,635822
368995,7957508,1162688
368995,7957508,1682815
368995,7957508,1685603
368995,7957508,1688402
1631458,22801152,3164587
1631458,22801152,4692854
1631458,22801152,4695653
1631458,22801152,4698452
1631463,3564616,3314572
1631463,3564616,3542619
1631463,3564616,3545418
1631463,3564616,3548217
790258,866323,202748
790258,866323,247503
790258,866323,250302
790258,866323,253101
790293,1851965,333132
790293,1851965,446578
790293,1851965,449377
790293,1851965,452176
790302,3669613,581952
790302,3669613,815131
790302,3669613,817919
790302,3669613,820718
369049,1761287,322963
369049,1761287,428970
369049,1761287,431769
369049,1761287,434579
790325,3714126,586738
790325,3714126,823294
790325,3714126,826115
790325,3714126,828914
369059,1410772,275424
369059,1410772,358006
369059,1410772,360805
369059,1410772,363626
369077,1127046,235355
369077,1127046,300476
369077,1127046,303275
369077,1127046,306074
1210852,89,16089
1210852,89,17126
1210852,89,18154
1210852,89,19182
369111,7035906,1032716
369111,7035906,1495866
369111,7035906,1498665
369111,7035906,1501475
1210865,1856042,336872
1210865,1856042,448310
1210865,1856042,451098
1210865,1856042,453897
369125,9517499,1373347
790392,3955845,642950
369125,9517499,1996325
369125,9517499,1999124
369125,9517499,2003025
790392,3955845,893389
790392,3955845,896188
790392,3955845,898987
369128,283,16089
369128,283,17165
369128,283,18232
369128,283,19299
790402,3211209,519148
790402,3211209,721182
790402,3211209,723970
790402,3211209,726780
790411,25835732,3578877
790411,25835732,5299322
790411,25835732,5302121
790411,25835732,5304920
1210905,1974353,351878
1210905,1974353,473457
1210905,1974353,476245
1210905,1974353,479044
1210906,7831445,1267888
1210906,7831445,1783244
1210906,7831445,1786032
1210906,7831445,1788831
1631636,2738139,452833
1631636,2738139,626192
1631636,2738139,628980
1631636,2738139,631779
790449,1955791,347312
790449,1955791,467710
790449,1955791,470498
790449,1955791,473297
