3547,16,0.00416375,4540,0,10161963,0.402
8956,15,0.00709385,4540,0,26752,0.401
3203,12,0.00771322,4540,0,65372,0.824
9576,6,0.0077457,4540,0,194989,0.903
3547,16,0.00780701,9040,27324,10161963,0.591
7686,23,0.00797859,4540,0,184070,0.804
9272,17,0.00822086,9040,40986,3225430,0.632
2844,4,0.00844742,4540,0,34403,0.402
4457,23,0.00959683,4540,0,69020,0.803
671,12,0.0103275,4540,0,139115,0.402
7975,22,0.0110795,4540,0,2939,0.832
1873,12,0.0131607,4540,0,154016,0.826
7976,8,0.0141106,4540,0,69315,0.402
978,5,0.0172641,9040,40986,1446783,1.19
7098,14,0.0201167,4540,0,8572056,0.878
9577,14,0.021844,4540,0,20132,0.401
7687,16,0.0237788,4540,653604,467289,0.964
8957,18,0.0245959,4540,0,25003,0.88
7098,14,0.0276904,9040,0,8572056,1.255
9273,12,0.0282171,4540,0,1572,0.849
7392,9,0.0301933,4540,0,9062282,0.402
3548,20,0.0303856,9040,4554,4406112,1.211
3549,14,0.0320125,4540,54,38177,0.46
7393,14,0.0338791,4540,54,56321,0.946
7392,9,0.0339092,9040,22770,9062282,0.615
7688,0,0.0347525,9040,31878,756151,0.654
4782,18,0.0356435,9040,27324,1310638,0.597
6422,1,0.0378327,9040,27324,1904230,0.608
5116,22,0.0386825,4540,0,7867,0.91
7394,18,0.0389009,4540,54,22867,0.994
2846,10,0.040106,4540,0,48479,0.965
5117,21,0.040277,4540,0,90958,0.457
674,21,0.0405326,4540,0,6271,0.426
4153,0,0.0417453,9040,13662,5290796,1.446
675,16,0.0425242,4540,1175522,191050,1.056
3204,10,0.042616,3040,0,4587125,1.081
3205,10,0.0430638,4540,0,60145,0.986
1874,6,0.0457277,4540,0,20759,0.92
8959,12,0.0463925,4540,0,198029,0.463
7687,16,0.0482717,9040,1304054,467289,4.082
4458,11,0.0484273,4540,0,76855,0.402
346,5,0.0485385,4540,0,49136,0.946
1875,15,0.048987,4540,0,20079,0.93
5785,22,0.0490763,4540,0,7605,0.999
2848,22,0.0496604,4540,0,328497,0.981
6102,17,0.0497918,9040,95634,1748269,2.363
675,16,0.0505242,1540,1390292,191050,1.056
4783,5,0.0511207,4540,0,26928,1.03
4459,12,0.0522921,4540,0,24994,1.039
9275,22,0.0545925,4540,0,325757,0.406
1876,22,0.0586854,4540,0,70080,0.895
9275,22,0.0602545,9040,0,325757,0.925
2849,2,0.06432,4540,0,92305,0.952
9578,8,0.067927,4540,0,158,1.173
347,1,0.0682557,9040,31878,1450082,0.598
2848,22,0.0720491,9040,0,328497,3.705
1571,15,0.0722257,4540,0,69085,0.426
2211,23,0.0748195,4540,0,49759,0.944
2541,19,0.0765784,9040,0,3070907,5.869
4461,18,0.0775598,4540,0,159440,0.402
6742,17,0.0789968,9040,31878,4812994,0.598
5451,3,0.0802119,4540,0,434931,0.878
4462,8,0.0802715,4540,0,8383,0.953
7395,22,0.0823521,4540,0,7702,0.968
677,13,0.0824509,4540,0,5504,0.983
8627,11,0.0833275,4540,0,607395,1.031
9276,1,0.0836849,4540,0,6624,0.941
6744,14,0.0869151,4540,1088708,377867,0.883
6104,2,0.0873379,4540,0,16543,0.885
5451,3,0.0882119,1540,0,434931,0.878
7099,15,0.0887559,9040,31878,6771251,0.598
8305,2,0.0893767,4540,0,319622,0.402
3814,15,0.0894044,4540,109044,679635,0.437
8627,11,0.0913275,1540,0,607395,1.031
8305,2,0.092934,1540,9108,319622,0.582
6744,14,0.0949151,1540,88904,377867,0.883
5453,15,0.0986417,4540,54,26453,1.026
5451,3,0.0997965,4540,0,434931,0.878
4785,23,0.102281,1540,0,1593765,0.993
7979,3,0.103845,4540,0,63418,0.945
2542,13,0.104097,4540,0,40267,0.894
6744,14,0.105483,4540,0,377867,0.883
3204,10,0.10563,9040,0,4587125,9.343
8627,11,0.106633,3040,0,607395,1.031
1572,20,0.108092,4540,0,156449,0.888
979,21,0.108768,9040,72864,1360915,3.37
4785,23,0.11082,4540,0,1593765,0.993
6744,14,0.113557,1540,0,377867,0.883
7397,19,0.114459,9040,18216,1333933,0.616
9277,19,0.114686,4540,54,94970,0.933
6106,20,0.115286,9040,45540,2573153,0.598
6107,20,0.117909,4540,54,78767,0.851
4463,21,0.118356,9040,0,2731228,1.11
1572,20,0.11872,9040,299508,156449,1.715
675,16,0.121282,4540,1554,191050,2.264
2214,7,0.122673,4540,0,58526,0.996
5451,3,0.122847,3040,0,434931,2.461
6423,18,0.123395,4540,0,37633,0.865
4785,23,0.123414,1540,0,1593765,1.94
9581,1,0.124554,4540,0,19669053,0.402
3208,20,0.12495,4540,54,56722,0.459
8627,11,0.125707,4540,0,607395,2.882
4788,11,0.126888,4540,0,74513,0.465
9581,1,0.128197,9040,27324,19669053,0.591
3,23,0.128267,4540,0,430967,0.921
980,5,0.129096,4540,0,9496990,0.869
8961,16,0.12941,4540,0,23931,0.852
6744,14,0.131147,9040,0,377867,2.747
