3202,22,0.000621462,9040,0,49160,0.1
7973,10,0.000649655,4540,0,40358,0.08
3547,16,0.000667168,4540,0,10161963,0.041
9272,17,0.000708211,4540,0,3225430,0.04
3547,16,0.0010242,9040,22770,10161963,0.059
9272,17,0.00106524,9040,22770,3225430,0.059
8956,15,0.00115551,4540,0,26752,0.04
9576,6,0.00122353,4540,0,194989,0.083
3203,12,0.00122858,4540,0,65372,0.08
7686,23,0.00128089,4540,0,184070,0.085
6099,5,0.0013296,4540,0,914651,0.092
2844,4,0.00138111,4540,0,34403,0.041
4457,23,0.00155263,4540,0,69020,0.087
978,5,0.00162833,4540,0,1446783,0.086
671,12,0.00169446,4540,0,139115,0.04
7975,22,0.00178832,4540,0,2939,0.081
1873,12,0.00213607,4540,0,154016,0.081
7976,8,0.00232497,4540,0,69315,0.04
978,5,0.00233677,9040,18216,1446783,0.117
672,2,0.00270817,4540,0,786154,0.041
672,2,0.00306927,9040,9108,786154,0.058
7098,14,0.00328959,4540,0,8572056,0.083
9577,14,0.00361387,4540,54,20132,0.04
5783,20,0.0037885,4540,0,28980,0.084
3548,20,0.00379583,4540,0,4406112,0.085
7687,16,0.00389774,4540,1125610,467289,0.095
7098,14,0.0040343,9040,0,8572056,0.124
8957,18,0.00403633,4540,0,25003,0.084
3548,20,0.00450475,9040,0,4406112,0.118
9273,12,0.00465028,4540,0,1572,0.089
7392,9,0.00500542,4540,0,9062282,0.04
7688,0,0.00510482,4540,0,756151,0.046
3549,14,0.00530345,4540,54,38177,0.045
4782,18,0.00530731,4540,0,1310638,0.04
7392,9,0.0053661,9040,18216,9062282,0.06
4153,0,0.00541077,4540,0,5290796,0.097
7688,0,0.00548367,9040,9108,756151,0.062
7393,14,0.00558578,4540,54,56321,0.097
4782,18,0.00566205,9040,9108,1310638,0.057
6422,1,0.00566383,4540,0,1904230,0.041
6102,17,0.00587998,4540,0,1748269,0.042
6422,1,0.0060426,9040,4554,1904230,0.061
4153,0,0.0063104,9040,0,5290796,0.149
5116,22,0.00638579,4540,0,7867,0.09
7394,18,0.00641496,4540,54,22867,0.097
2846,10,0.00662253,4540,0,48479,0.099
5117,21,0.00668334,4540,0,90958,0.047
674,21,0.00673439,4540,0,6271,0.05
2541,19,0.0067906,4540,0,3070907,0.108
5784,0,0.00683096,4540,54,12898,0.118
6102,17,0.00690245,9040,45540,1748269,0.17
675,16,0.00702602,4540,2446162,191050,0.115
3204,10,0.00702607,4540,0,4587125,0.104
3205,10,0.00712455,4540,0,60145,0.112
1874,6,0.00756742,4540,0,20759,0.1
8959,12,0.00769972,4540,0,198029,0.045
7687,16,0.0077014,9040,1718045,467289,0.603
346,5,0.00803377,4540,0,49136,0.101
4458,11,0.00804441,4540,0,76855,0.04
1875,15,0.00810365,4540,0,20079,0.094
5785,22,0.00811481,4540,0,7605,0.102
675,16,0.00814102,3040,1187061,191050,0.115
2848,22,0.00820333,4540,0,328497,0.09
3550,15,0.00822737,4540,0,9877,0.04
4783,5,0.00845054,4540,2744,26928,0.102
2541,19,0.00857534,9040,0,3070907,0.297
4459,12,0.00863474,4540,0,24994,0.092
1266,20,0.00887605,4540,0,81926,0.1
9275,22,0.0090729,4540,0,325757,0.041
2848,22,0.00910912,9040,0,328497,0.146
9275,22,0.00943811,9040,4554,325757,0.06
1876,22,0.00971399,4540,0,70080,0.082
2849,2,0.010657,4540,0,92305,0.095
347,1,0.0107478,4540,0,1450082,0.04
2210,3,0.0107635,4540,0,28057,0.088
675,16,0.0107855,1540,0,191050,0.115
347,1,0.0111043,9040,4554,1450082,0.058
3204,10,0.0111275,9040,0,4587125,0.65
7690,5,0.0111536,4540,0,1446888,0.085
9578,8,0.0112203,4540,0,158,0.095
1571,15,0.0120068,4540,0,69085,0.04
2211,23,0.0124119,4540,0,49759,0.099
6742,17,0.012538,4540,0,4812994,0.04
6742,17,0.012895,9040,22770,4812994,0.059
4461,18,0.0128998,4540,0,159440,0.04
4462,8,0.0133073,4540,0,8383,0.088
5451,3,0.0133127,4540,0,434931,0.09
675,16,0.0134019,3040,1554,191050,0.224
7690,5,0.0134215,9040,0,1446888,0.331
7395,22,0.0136517,4540,0,7702,0.087
677,13,0.01367,4540,0,5504,0.093
8627,11,0.0138049,4540,0,607395,0.088
9276,1,0.0138836,4540,0,6624,0.093
7099,15,0.0141645,4540,0,6771251,0.04
6744,14,0.0144418,4540,0,377867,0.103
6104,2,0.0144956,4540,0,16543,0.087
7099,15,0.0145215,9040,22770,6771251,0.059
675,16,0.0145621,9040,0,191050,0.188
979,21,0.0146819,4540,0,1360915,0.087
8305,2,0.0148693,4540,0,319622,0.04
3814,15,0.0148703,4540,217956,679635,0.043
8305,2,0.0152183,9040,0,319622,0.058
6744,14,0.0154006,9040,0,377867,0.156
979,21,0.0154042,9040,0,1360915,0.117
9579,7,0.0154878,4540,0,9114,0.091
4785,23,0.0156445,4540,0,1593765,0.097
3814,15,0.015893,9040,816918,679635,0.169
5453,15,0.0163609,4540,54,26453,0.091
4785,23,0.0166101,9040,22770,1593765,0.158
7979,3,0.0172348,4540,0,63418,0.085
2542,13,0.0172856,4540,0,40267,0.085
2,6,0.0176236,4540,0,27777,0.083
1572,20,0.0179475,4540,0,156449,0.08
4154,6,0.0183353,4540,0,29131,0.081
7397,19,0.0184285,4540,0,1333933,0.04
4463,21,0.0185002,4540,0,2731228,0.04
7397,19,0.0187832,9040,9108,1333933,0.058
9580,5,0.018799,4540,0,68062,0.084
4463,21,0.0188572,9040,27324,2731228,0.059
6106,20,0.0189434,9040,27324,2573153,0.059
9277,19,0.0190429,4540,54,94970,0.084
6107,20,0.0195974,4540,54,78767,0.088
7981,21,0.0200413,4540,807896,3848577,0.044
8307,22,0.0203552,4540,0,1271140,0.081
2214,7,0.0203663,4540,0,58526,0.087
6423,18,0.0205058,4540,0,37633,0.084
9581,1,0.0207322,4540,0,19669053,0.041
3208,20,0.02079,4540,54,56722,0.041
7981,21,0.0209378,9040,0,3848577,0.134
8307,22,0.0210568,9040,0,1271140,0.115
9581,1,0.0210892,9040,22770,19669053,0.059
4788,11,0.0211105,4540,0,74513,0.04
6747,20,0.021144,4540,0,1638138,0.086
3,23,0.0213139,4540,0,430967,0.089
980,5,0.0214578,4540,0,9496990,0.086
8961,16,0.0215124,4540,0,23931,0.086
9278,22,0.0218585,4540,54,20838,0.049
5454,4,0.0220695,4540,0,4635871,0.087
1573,16,0.0223344,4540,0,48527,0.086
6747,20,0.0223488,9040,0,1638138,0.195
980,5,0.0223914,9040,0,9496990,0.155
3,23,0.0224107,9040,0,430967,0.181
8308,6,0.022464,4540,0,2125,0.087
9279,3,0.0230322,4540,0,187438,0.05
4,17,0.0233822,4540,0,8730694,0.087
9280,6,0.0246466,4540,0,8591,0.086
7982,9,0.0248352,4540,0,35873,0.087
3209,15,0.0253259,4540,0,762,0.081
4,17,0.0253769,9040,0,8730694,0.315
4464,23,0.0255146,4540,0,23888,0.092
5120,11,0.0256591,4540,0,2115999,0.041
2215,21,0.0257472,4540,0,28306,0.082
5120,11,0.0260138,9040,9108,2115999,0.058
7103,22,0.0262015,4540,0,62799,0.085
5121,15,0.0264658,4540,0,1728342,0.1
348,4,0.0267558,4540,54,5901,0.04
349,4,0.0268957,4540,0,4936493,0.085
3211,8,0.0269682,4540,0,66511,0.091
1879,19,0.0270264,4540,0,6451,0.094
4465,9,0.0273151,4540,0,4267395,0.041
6424,22,0.027332,4540,0,351,0.086
7104,2,0.0273322,4540,0,47851,0.085
5455,9,0.0275097,4540,54,5910,0.088
981,1,0.0276335,4540,54,5786,0.094
9583,19,0.0277838,4540,0,12852,0.081
1269,2,0.0278834,4540,0,3545044,0.043
349,4,0.0279807,3040,4554,4936493,0.085
3817,13,0.0282735,4540,0,21632,0.043
1269,2,0.0282835,9040,22770,3545044,0.066
5121,15,0.0283457,3040,0,1728342,0.175
4466,0,0.0283954,4540,0,1737835,0.04
5122,19,0.0286236,4540,0,23650,0.04
4466,0,0.0287501,9040,9108,1737835,0.058
4789,16,0.0289487,4540,0,8335135,0.084
4467,14,0.0290001,4540,0,8111574,0.102
1270,23,0.0290474,4540,0,7255,0.094
349,4,0.0291081,1540,0,4936493,0.085
1880,18,0.0294971,4540,0,25456,0.088
3556,12,0.0296655,4540,0,52970,0.081
4467,14,0.0297528,9040,9162,8111574,0.125
4790,8,0.0297529,4540,0,2847188,0.089
4789,16,0.0300327,3040,0,8335135,0.084
5788,16,0.0300679,4540,0,29902,0.046
8629,15,0.0301607,4540,0,16227,0.04
1882,10,0.0301977,4540,0,826070,0.085
4791,19,0.0302213,4540,0,118767,0.04
5121,15,0.0306969,1540,0,1728342,0.175
2544,21,0.0307514,4540,0,26368,0.09
4789,16,0.0312466,1540,0,8335135,0.084
7692,17,0.0314012,4540,0,35942,0.098
678,17,0.0315996,4540,0,9036,0.097
679,0,0.0317488,4540,0,1172267,0.097
349,4,0.0321136,4540,9108,4936493,0.215
9281,0,0.0321937,4540,9162,167904,0.097
1882,10,0.0323912,9040,0,826070,0.36
679,0,0.032623,9040,0,1172267,0.139
1575,8,0.0328832,4540,0,79148,0.101
4468,0,0.0330653,4540,54,9462,0.047
7693,21,0.0331252,4540,0,50154,0.093
