40002,8,0.00254117,1500,0,18538030,0.402
22074,7,0.0139752,1500,0,9087,0.402
54201,22,0.018277,1500,0,267138,0.804
46057,5,0.0203472,1500,0,139201,0.804
40002,8,0.00254117,1500,0,18538030,0.402
22074,7,0.0139752,1500,0,9087,0.402
54201,22,0.018277,1500,0,267138,0.804
40002,8,0.00254117,9000,0,18538030,0.402
40002,8,0.0063907,9000,18110,18538030,0.652
40002,8,0.00254117,9000,0,18538030,0.402
40002,8,0.0063907,9000,18110,18538030,0.652
40002,8,0.00254117,9000,0,18538030,0.402
40002,8,0.0063907,9000,18110,18538030,0.652
40002,8,0.00254117,9000,0,18538030,0.402
40002,8,0.0063907,9000,18110,18538030,0.652
40002,8,0.00254117,9000,0,18538030,0.402
40002,8,0.0063907,9000,18110,18538030,0.652
40002,8,0.00254117,9000,0,18538030,0.402
40002,8,0.0063907,9000,18110,18538030,0.652
40002,8,0.00254117,4540,0,18538030,0.402
40002,8,0.00618443,9040,27324,18538030,0.591
22074,7,0.0139752,4540,0,9087,0.402
54201,22,0.018277,4540,0,267138,0.804
46057,5,0.0203472,4540,0,139201,0.804
54202,11,0.0238006,4540,0,10443,0.402
54201,22,0.0249709,9040,0,267138,1.142
20133,5,0.0251207,4540,4608,73242,0.402
26047,20,0.0254557,4540,0,72341,0.803
46058,21,0.0274264,4540,0,1026888,0.804
46058,21,0.0343219,9040,9108,1026888,1.141
30097,7,0.0353385,4540,0,40936,0.919
37983,5,0.0365007,4540,0,1139820,0.941
60295,21,0.0371558,4540,145348,3621808,0.447
50096,13,0.0397715,4540,0,21310,0.873
60295,21,0.0427254,9040,0,3621808,0.87
37983,5,0.0444182,9040,0,1139820,1.313
10154,14,0.0449875,4540,0,67252,0.402
12116,18,0.0478331,4540,0,26653,0.873
62390,23,0.0494816,4540,0,930634,0.804
24038,0,0.0531245,4540,0,9263,0.402
8116,9,0.0560927,4540,0,99108,0.402
50098,17,0.0565437,4540,0,178193,0.89
62390,23,0.0565535,9040,9108,930634,1.156
35939,8,0.0613292,4540,3512544,1180087,0.881
30098,5,0.0647569,4540,0,37335,0.803
46059,2,0.0694471,4540,0,17644,0.82
12117,13,0.0706879,4540,0,4625995,0.803
35939,8,0.0733292,1540,4261308,1180087,0.881
40004,15,0.0757965,4540,0,1340745,0.442
12117,13,0.0776119,9040,13662,4625995,1.135
26048,19,0.0784482,4540,0,3272,0.814
40004,15,0.0797263,9040,31878,1340745,0.647
8117,12,0.0820412,4540,0,5982,0.402
60296,7,0.0823693,4540,0,1456596,1.014
35939,8,0.0893292,1540,5146234,1180087,0.881
40002,8,0.00254117,4540,0,18538030,0.402
40002,8,0.00618443,9040,27324,18538030,0.591
22074,7,0.0139752,4540,0,9087,0.402
54201,22,0.018277,4540,0,267138,0.804
46057,5,0.0203472,4540,0,139201,0.804
54202,11,0.0238006,4540,0,10443,0.402
54201,22,0.0249709,9040,0,267138,1.142
20133,5,0.0251207,4540,4608,73242,0.402
26047,20,0.0254557,4540,0,72341,0.803
46058,21,0.0274264,4540,0,1026888,0.804
46058,21,0.0343219,9040,9108,1026888,1.141
30097,7,0.0353385,4540,0,40936,0.919
37983,5,0.0365007,4540,0,1139820,0.941
60295,21,0.0371558,4540,145348,3621808,0.447
50096,13,0.0397715,4540,0,21310,0.873
60295,21,0.0427254,9040,0,3621808,0.87
37983,5,0.0444182,9040,0,1139820,1.313
10154,14,0.0449875,4540,0,67252,0.402
12116,18,0.0478331,4540,0,26653,0.873
62390,23,0.0494816,4540,0,930634,0.804
24038,0,0.0531245,4540,0,9263,0.402
8116,9,0.0560927,4540,0,99108,0.402
50098,17,0.0565437,4540,0,178193,0.89
62390,23,0.0565535,9040,9108,930634,1.156
35939,8,0.0613292,4540,3512544,1180087,0.881
30098,5,0.0647569,4540,0,37335,0.803
46059,2,0.0694471,4540,0,17644,0.82
12117,13,0.0706879,4540,0,4625995,0.803
35939,8,0.0733292,1540,4261308,1180087,0.881
40004,15,0.0757965,4540,0,1340745,0.442
