9212,3064370,25524138
9212,3064370,33469953
9212,3064370,33542936
9212,3064370,33615919
9244,3078532,25553148
9244,3078532,33642657
9244,3078532,33715177
9244,3078532,33788160
30085,7257429,48092684
30087,7395,51664039
30085,7257429,67396556
30087,7395,59158132
30085,7257429,67469539
30087,7395,59231115
30085,7257429,67543911
30087,7395,59280026
30093,4102995,31034618
30093,4102995,41926139
30093,4102995,41998659
30093,4102995,42071642
30067,6021,1009074308
30067,6021,1009112228
30067,6021,1009150148
30067,6021,1009188068
40603,1022205,14497812
40603,1022205,16958314
40603,1022205,17030834
40603,1022205,17103817
30079,7920,1009074308
30079,7920,1009127419
30079,7920,1009180530
30079,7920,1009233641
30110,682,8015705
30110,682,8023024
30110,682,8029912
30110,682,8036800
40621,23740333,137270875
40621,23740333,200856299
40621,23740333,200928819
40621,23740333,201001802
9299,23191341,134728075
9299,23191341,197190818
9299,23191341,197263338
9299,23191341,197336321
9308,1813830,18743513
9308,1813830,23392197
9308,1813830,23464717
9308,1813830,23537700
30125,7161,1009074308
30125,7161,1009121348
30125,7161,1009168388
30125,7161,1009215428
40645,4244636,31984520
40645,4244636,43302433
40645,4244636,43375416
40645,4244636,43448399
19740,2033990,19964604
19740,2033990,25315134
19740,2033990,25388117
19740,2033990,25460174
19763,1405431,16676722
19763,1405431,20055907
19763,1405431,20128890
19763,1405431,20346447
40682,937312,13943963
40682,937312,16342360
40682,937312,16414880
40682,937312,16487863
40684,2041041,19972796
40684,2041041,25341926
40684,2041041,25414909
40684,2041041,25487892
30188,4575450,34130626
30188,4575450,46261662
30188,4575450,46334645
30188,4575450,46408091
40685,995905,14389784
40685,995905,16810418
40685,995905,16883401
40685,995905,16956384
30192,12628612,77247940
9369,3634,48226325
9369,3634,48245148
9369,3634,48263971
9369,3634,48329292
30192,12628612,111276559
30192,12628612,111349542
30192,12628612,111422525
40695,1877012,19064145
40695,1877012,23918298
40695,1877012,23991281
40695,1877012,24064264
19809,23477763,136128400
19809,23477763,199521063
19809,23477763,199593583
19809,23477763,199666566
40717,5364,48094308
40717,5364,48126971
40717,5364,48159634
40717,5364,48192297
40722,6172688,42475637
40722,6172688,59024827
40722,6172688,59097347
40722,6172688,59170330
19821,902342,14704587
19821,902342,16743692
19821,902342,16816212
19821,902342,16889195
40723,2701238,41010683
40723,2701238,48022448
40723,2701238,48094968
40723,2701238,48197642
30215,6183,1009074308
30215,6183,1009113523
30215,6183,1009152738
30215,6183,1009191953
9420,3463136,27762392
9420,3463136,36837083
9420,3463136,36909140
9420,3463136,36982123
40741,1118144,14984126
40741,1118144,17810879
40741,1118144,17882936
40741,1118144,17955919
19817,3419,1009074308
19817,3419,1009091412
19817,3419,1009108516
19817,3419,1009125620
9450,4713080,34836679
9450,4713080,47317572
9450,4713080,47390555
9450,4713080,47463538
40768,9042726,58244153
40768,9042726,82401382
40768,9042726,82472513
40768,9042726,82545496
40773,2518,8074308
40773,2518,8084203
40773,2518,8094098
40773,2518,8103993
9470,2470993,22357745
9470,2470993,28905435
9470,2470993,28976566
9470,2470993,29049086
19887,23818636,138665105
19887,23818636,203251952
19887,23818636,203323083
19887,23818636,203396066
40834,941161,14111589
40834,941161,16342275
40834,941161,16414795
40834,941161,16487778
19915,4475619,33329509
19915,4475619,45312689
19915,4475619,45383820
19915,4475619,45456803
9507,1755842,18942428
9507,1755842,23390029
9507,1755842,23461160
9507,1755842,23533711
30328,7630577,50420748
30329,398,8140635
30328,7630577,70810434
30329,398,10072380
30328,7630577,70883417
30329,398,10145363
30329,398,10149979
30328,7630577,70956400
30316,4146,1009074308
30316,4146,1009097227
30316,4146,1009120146
30316,4146,1009143065
40868,5796,1009074308
40868,5796,1009110428
40868,5796,1009146548
40868,5796,1009182668
40897,2092932,20311485
40897,2092932,25809615
40897,2092932,25881672
40897,2092932,25954655
9521,4569,1009074308
9521,4569,1009100612
9521,4569,1009126916
9521,4569,1009153220
19980,1828777,18956165
19980,1828777,23603320
19980,1828777,23676766
19980,1828777,23749749
40913,16027621,96212027
40913,16027621,139248687
40913,16027621,139321670
40913,16027621,139396042
30393,8909429,57295860
30393,8909429,81261426
30393,8909429,81334409
30393,8909429,81407392
30373,8222,1009074308
30373,8222,1009129835
30373,8222,1009185362
30373,8222,1009240889
40930,4588079,33940519
40930,4588079,46251281
40930,4588079,46322875
40930,4588079,46395858
30408,2503,8074308
30408,2503,8084083
30408,2503,8093858
30408,2503,8103633
9576,5445134,38798478
9576,5445134,53132671
9576,5445134,53206580
9576,5445134,53280026
30417,1812767,18816363
30417,1812767,23450092
30417,1812767,23522612
30417,1812767,23595595
20039,1344620,16271402
20039,1344620,19612541
20039,1344620,19684598
20039,1344620,19757581
9605,8271644,53995685
40966,7421,48216178
40966,7421,48265298
40966,7421,48314418
