22,3202,ns3::TcpNewReno,0.1,10,49160,347804,713792
22,3202,ns3::TcpNewReno,0.1,10,49160,347847,713835
10,7973,ns3::TcpNewReno,0.1,10,40358,353246,1002901
10,7973,ns3::TcpNewReno,0.1,10,40358,353289,1002944
15,8956,ns3::TcpNewReno,0.1,10,26752,131288,1286803
15,8956,ns3::TcpNewReno,0.1,10,26752,131331,1286846
4,2844,ns3::TcpNewReno,0.1,10,34403,137624,1518738
4,2844,ns3::TcpNewReno,0.1,10,34403,137667,1518781
12,3203,ns3::TcpNewReno,0.1,10,65372,364582,1593945
12,3203,ns3::TcpNewReno,0.1,10,65372,364625,1593988
22,7975,ns3::TcpNewReno,0.1,10,2939,106054,1894810
22,7975,ns3::TcpNewReno,0.1,10,2939,106097,1894853
23,7686,ns3::TcpNewReno,0.1,10,184070,621638,1900617
23,7686,ns3::TcpNewReno,0.1,10,184070,621681,1900660
12,671,ns3::TcpNewReno,0.1,10,139115,281269,1975724
12,671,ns3::TcpNewReno,0.1,10,139115,281312,1975767
23,4457,ns3::TcpNewReno,0.1,10,69020,457508,2013857
23,4457,ns3::TcpNewReno,0.1,10,69020,458794,2015143
6,9576,ns3::TcpNewReno,0.1,10,194989,1040071,2262713
6,9576,ns3::TcpNewReno,0.1,10,194989,1040114,2262756
8,7976,ns3::TcpNewReno,0.1,10,69315,214440,2539415
8,7976,ns3::TcpNewReno,0.1,10,69315,214483,2539458
12,1873,ns3::TcpNewReno,0.1,10,154016,567724,2703793
12,1873,ns3::TcpNewReno,0.1,10,154016,567767,2703836
2,672,ns3::TcpNewReno,0.1,10,786154,819715,3527889
2,672,ns3::TcpNewReno,0.1,10,786154,819758,3527932
5,978,ns3::TcpNewReno,0.1,10,1446783,1979141,3611945
5,978,ns3::TcpNewReno,0.1,10,1446783,1979184,3611988
17,9272,ns3::TcpNewReno,0.1,10,3225430,2996506,3704717
17,9272,ns3::TcpNewReno,0.1,10,3225430,2996549,3704760
14,9577,ns3::TcpNewReno,0.1,10,20132,93192,3707067
14,9577,ns3::TcpNewReno,0.1,10,20132,93235,3707110
20,5783,ns3::TcpNewReno,0.1,10,28980,262389,4050962
20,5783,ns3::TcpNewReno,0.1,10,28980,262432,4051005
18,8957,ns3::TcpNewReno,0.1,10,25003,262397,4295385
18,8957,ns3::TcpNewReno,0.1,10,25003,262440,4295428
12,9273,ns3::TcpNewReno,0.1,10,1572,89781,4736870
12,9273,ns3::TcpNewReno,0.1,10,1572,89824,4736913
5,6099,ns3::TcpNewReno,0.1,10,914651,3659730,4979269
5,6099,ns3::TcpNewReno,0.1,10,914651,3659773,4979312
16,6421,ns3::TcpNewReno,0.1,10,3944,863872,5260117
16,6421,ns3::TcpNewReno,0.1,10,3944,863915,5260160
14,3549,ns3::TcpNewReno,0.1,10,38177,181930,5481950
14,3549,ns3::TcpNewReno,0.1,10,38177,181973,5481993
0,7688,ns3::TcpNewReno,0.1,10,756151,854869,5957543
0,7688,ns3::TcpNewReno,0.1,10,756151,854912,5957586
14,7393,ns3::TcpNewReno,0.1,10,56321,421976,6006036
14,7393,ns3::TcpNewReno,0.1,10,56321,422019,6006079
22,5116,ns3::TcpNewReno,0.1,10,7867,127512,6535618
22,5116,ns3::TcpNewReno,0.1,10,7867,127555,6535661
18,4782,ns3::TcpNewReno,0.1,10,1310638,1464300,6771605
18,4782,ns3::TcpNewReno,0.1,10,1310638,1464343,6771648
21,674,ns3::TcpNewReno,0.1,10,6271,117564,6942466
21,674,ns3::TcpNewReno,0.1,10,6271,117607,6942509
18,7394,ns3::TcpNewReno,0.1,10,22867,389046,7001111
18,7394,ns3::TcpNewReno,0.1,10,22867,389089,7001154
1,6422,ns3::TcpNewReno,0.1,10,1904230,1738211,7401122
1,6422,ns3::TcpNewReno,0.1,10,1904230,1738254,7401165
21,5117,ns3::TcpNewReno,0.1,10,90958,600148,7410346
21,5117,ns3::TcpNewReno,0.1,10,90958,600191,7410389
17,6102,ns3::TcpNewReno,0.1,10,1748269,2109173,7986894
17,6102,ns3::TcpNewReno,0.1,10,1748269,2109216,7986937
12,8959,ns3::TcpNewReno,0.1,10,198029,330120,8025244
12,8959,ns3::TcpNewReno,0.1,10,198029,330163,8025287
11,4458,ns3::TcpNewReno,0.1,10,76855,220687,8265101
11,4458,ns3::TcpNewReno,0.1,10,76855,220730,8265144
15,3550,ns3::TcpNewReno,0.1,10,9877,84188,8311553
15,3550,ns3::TcpNewReno,0.1,10,9877,84231,8311596
22,9275,ns3::TcpNewReno,0.1,10,325757,444775,9516129
22,9275,ns3::TcpNewReno,0.1,10,325757,444818,9516172
16,3547,ns3::TcpNewReno,0.1,10,10161963,9175292,9842460
16,3547,ns3::TcpNewReno,0.1,10,10161963,9175335,9842503
